driver_id,total_fare,avg_distance
7,21.74,16.21
51,399.33,18.415
15,262.89,15.396666666666667
54,38.93,24.045
11,158.68,32.78
29,107.45,28.98
69,136.8,8.03
87,209.63,35.64333333333333
73,120.08000000000001,22.403333333333336
64,408.78999999999996,25.3675
3,73.91,20.67
30,379.42,34.7675
34,367.99,16.1675
59,280.65999999999997,22.372500000000002
8,490.6,34.209999999999994
22,184.5,18.64
28,290.2,17.073333333333334
85,420.42,23.292
16,202.59999999999997,25.939999999999998
35,21.86,45.35
52,342.1,7.566666666666667
71,146.37,33.07
98,150.64000000000001,25.03
47,306.78999999999996,11.336666666666666
99,148.73999999999998,25.266666666666666
96,175.05,11.809999999999999
43,369.01,23.59
31,140.46,46.2
100,43.96,17.08
18,313.77,29.122500000000002
70,186.10000000000002,14.23
61,405.1,23.840000000000003
27,47.78,12.45
17,168.11,38.394999999999996
26,57.59,49.22
46,95.42,23.45
78,124.97,38.47
77,149.08,4.85
6,146.75,47.83
60,41.64,22.73
68,39.89,31.355
90,397.87000000000006,29.639999999999997
19,195.37,26.072499999999998
23,229.37,15.27
