driver_id,total_fare,avg_distance
7,21.74,16.21
51,399.33,18.415
15,262.89,15.396666666666667
54,84.53999999999999,30.686666666666667
11,158.68,32.78
29,107.45,28.98
69,136.8,8.03
87,270.78999999999996,38.207499999999996
73,120.08000000000001,22.403333333333336
64,408.78999999999996,25.3675
3,98.87,17.35
30,379.42,34.7675
34,367.99,16.1675
59,280.65999999999997,22.372500000000002
8,490.6,34.209999999999994
22,184.5,18.64
28,290.2,17.073333333333334
85,420.42,23.292
16,202.59999999999997,25.939999999999998
35,21.86,45.35
52,342.1,7.566666666666667
71,146.37,33.07
98,150.64000000000001,25.03
47,306.78999999999996,11.336666666666666
99,264.91999999999996,24.8325
96,175.05,11.809999999999999
43,369.01,23.59
31,140.46,46.2
100,43.96,17.08
18,313.77,29.122500000000002
70,280.05,10.616666666666667
61,405.1,23.840000000000003
27,47.78,12.45
17,168.11,38.394999999999996
26,57.59,49.22
46,95.42,23.45
78,239.65,39.114999999999995
77,149.08,4.85
6,146.75,47.83
60,41.64,22.73
68,39.89,31.355
90,397.87000000000006,29.639999999999997
19,297.87,28.188
23,343.45,20.947499999999998
41,235.58,4.39
