driver_id,total_fare,avg_distance
51,399.33,18.415
15,221.03,4.57
54,38.93,24.045
11,158.68,32.78
29,107.45,28.98
69,104.78,12.54
87,209.63,35.64333333333333
73,76.24000000000001,24.975
64,408.78999999999996,25.3675
3,19.92,24.54
30,284.87,42.68333333333333
34,237.79999999999998,15.496666666666668
59,280.65999999999997,22.372500000000002
8,445.38,35.7925
22,184.5,18.64
28,182.10999999999999,21.994999999999997
85,414.88,16.817500000000003
16,202.59999999999997,25.939999999999998
35,21.86,45.35
52,342.1,7.566666666666667
71,146.37,33.07
98,90.15,16.74
47,167.9,13.135
99,148.73999999999998,25.266666666666666
96,175.05,11.809999999999999
43,267.45,26.666666666666668
31,140.46,46.2
100,43.96,17.08
18,313.77,29.122500000000002
70,186.10000000000002,14.23
61,405.1,23.840000000000003
27,47.78,12.45
17,168.11,38.394999999999996
26,57.59,49.22
46,68.9,28.15
77,149.08,4.85
6,146.75,47.83
60,41.64,22.73
90,397.87000000000006,29.639999999999997
68,39.89,31.355
19,100.37,22.58
