driver_id,total_fare,avg_distance
55,296.62,11.334
93,122.71,20.42
95,281.24,37.3525
38,189.24,20.426666666666666
40,129.59,25.536666666666665
25,166.01,34.155
44,19.94,21.53
82,78.61,42.46
53,317.88,29.799999999999997
92,298.21999999999997,14.2125
86,146.38,47.2
58,215.1,35.31333333333333
81,70.17,13.32
33,225.92000000000002,24.729999999999997
48,104.94,34.54
97,263.25,12.333333333333334
84,388.44,13.002500000000001
79,146.51,23.74
9,6.72,39.5
24,139.92000000000002,33.440000000000005
32,157.98000000000002,9.175
88,93.95,26.59
1,274.54,35.96
20,29.060000000000002,33.2
56,214.83999999999997,25.93
36,106.59,22.4
10,40.86,13.82
37,171.15,28.189999999999998
49,206.4,32.379999999999995
63,236.25,29.165000000000003
65,47.74,48.78
4,153.54000000000002,5.18
39,147.71,40.17
62,303.69000000000005,27.5475
12,432.7,28.2
83,51.88,37.52
14,34.27,3.95
66,205.75,21.8
91,89.75,34.19
94,125.76,4.6
72,154.76999999999998,31.27666666666667
76,89.69,34.335
2,106.63,27.215
80,151.55,10.113333333333332
50,127.44,22.455000000000002
45,97.38,1.21
57,159.39,41.955
